Primary protein ID	Haplotig protein ID	CDS Levenshtein distance	Protein Levenshtein distance	Blastp PctID	dN/dS	Primary protein classification	Haplotig protein classification
Pst104E_00013	Pst104E_15940	0.000819000819000819	0.002457002457002457	99.75		Candidate effector	Candidate effector
Pst104E_00133	Pst104E_16062	0.004662004662004662	0.01048951048951049	98.95	1.195121951219512	Other	Other
Pst104E_00134	Pst104E_16063	0.0	0.0	100.0		Other	Other
Pst104E_00014	Pst104E_15941	0.0021645021645021645	0.006493506493506494	99.35		Other	Other
Pst104E_00136	Pst104E_16066	0.0	0.0	100.0		BUSCO	BUSCO
Pst104E_00137	Pst104E_16067	0.06373223292067859	0.0687757909215956	98.98	1.1333333333333335	Other	Other
Pst104E_00138	Pst104E_16068	0.10008936550491512	0.10455764075067024	92.29	1.2727272727272727	Other	Other
Pst104E_00139	Pst104E_16069	0.00408997955010225	0.006134969325153374	99.39	0.4084507042253521	Other	Other
Pst104E_00140	Pst104E_16070	0.0024509803921568627	0.007352941176470587	99.27		Other	Other
Pst104E_00141	Pst104E_16071	0.0013175230566534915	0.003952569169960474	99.61		BUSCO	BUSCO
Pst104E_00142	Pst104E_16072	0.0028011204481792717	0.0016806722689075633	99.83	0.09302325581395347	Other	Other
Pst104E_00143	Pst104E_16073	0.0019323671497584536	0.0028985507246376808	99.71	0.3823529411764706	Other	Other
Pst104E_00144	Pst104E_16075	0.02528735632183908	0.03448275862068965	96.58	0.4178082191780822	Other	Other
Pst104E_00015	Pst104E_15942	0.0007374631268436577	0.0022123893805309734	99.78		Other	Other
Pst104E_00145	Pst104E_16076	0.009569377990430622	0.011164274322169059	98.89	0.21645021645021648	Other	Other
Pst104E_00146	Pst104E_16077	0.010727969348659005	0.006896551724137931	99.31	0.11498257839721256	Other	Other
Pst104E_00147	Pst104E_16078	0.02479338842975207	0.028925619834710745	97.12	0.3127659574468085	Other	Other
Pst104E_00148	Pst104E_16357	0.0017094017094017096	0.0	100.0	-0.0	Other	Other
Pst104E_00150	Pst104E_16080	0.015649452269170583	0.009389671361502348	99.06	0.09795918367346937	Other	Other
Pst104E_00151	Pst104E_16081	0.033950617283950615	0.012962962962962964	98.71	0.06984126984126984	Other	Other
Pst104E_00152	Pst104E_16082	0.0225	0.0075	99.25	0.03594771241830065	Other	Other
Pst104E_00153	Pst104E_16083	0.15911379657603222	0.15709969788519634	97.56	0.17939609236234458	BUSCO	BUSCO
Pst104E_00154	Pst104E_16084	0.005447735784814436	0.008171603677221655	99.18	0.30985915492957744	Other	Other
Pst104E_00016	Pst104E_15943	0.056017748197448695	0.05324459234608985	94.52	0.16535433070866146	Other	Other
Pst104E_00155	Pst104E_16085	0.13278008298755187	0.15767634854771784	92.47	0.64247311827957	Other	Other
Pst104E_00156	Pst104E_16086	0.023679417122040074	0.03825136612021858	96.2	0.460559796437659	Other	Other
Pst104E_00157	Pst104E_16087	0.3857677902621723	0.4185393258426967	70.34	0.4745024875621891	Candidate effector	Other
Pst104E_00160	Pst104E_16089	0.02575757575757576	0.025	97.51	0.184375	Other	Other
Pst104E_00161	Pst104E_16090	0.37591776798825255	0.4273127753303965	95.16	0.6105387106270238	Other	Other
Pst104E_00162	Pst104E_16091	0.010416666666666666	0.005208333333333333	99.48	-0.0	Other	Candidate effector
Pst104E_00017	Pst104E_15944	0.0002986857825567503	0.0	100.0	-0.0	BUSCO	BUSCO
Pst104E_00163	Pst104E_16092	0.3511111111111111	0.3333333333333333	100.0	-0.0	Other	Other
Pst104E_00164	Pst104E_16093	0.016374269005847954	0.003508771929824561	99.65	0.02568218298555377	Other	Other
Pst104E_00165	Pst104E_16094	0.0006207324643078832	0.00186219739292365	99.81		Other	Other
Pst104E_00166	Pst104E_16095	0.005284015852047556	0.002642007926023778	99.74	0.06936416184971098	Other	Other
Pst104E_00167	Pst104E_16096	0.041379310344827586	0.039080459770114935	96.1	0.19015444015444014	Other	Other
Pst104E_00168	Pst104E_16097	0.012232415902140671	0.01146788990825688	98.86	0.20512820512820512	Other	Other
Pst104E_00169	Pst104E_16098	0.03556814604973245	0.031161473087818695	96.89	0.1277533039647577	Other	Other
Pst104E_00170	Pst104E_16099	0.013020833333333334	0.01171875	98.83	0.16566265060240962	Other	Other
Pst104E_00171	Pst104E_16100	0.025684931506849317	0.01969178082191781	98.2	0.07335907335907338	Other	Other
Pst104E_00172	Pst104E_16101	0.01736504341260853	0.006795016987542469	99.32	0.058287795992714025	Other	Other
Pst104E_00174	Pst104E_16102	0.02881844380403458	0.05763688760806916	94.25	0.8403614457831325	Other	Other
Pst104E_00175	Pst104E_16103	0.028047464940668825	0.032362459546925564	96.77	0.30550621669627004	Other	Other
Pst104E_00176	Pst104E_16104	0.002962962962962963	0.008888888888888889	99.12		Other	Other
Pst104E_00177	Pst104E_16105	0.010683760683760684	0.0	100.0	-0.0	BUSCO	BUSCO
Pst104E_00178	Pst104E_16106	0.4012345679012346	0.41975308641975306	92.23	0.4795799299883314	Other	Other
Pst104E_00179	Pst104E_16107	0.0	0.0	100.0		Other	Other
Pst104E_00180	Pst104E_16108	0.0	0.0	100.0		Other	Other
Pst104E_00019	Pst104E_15949	0.03201829616923957	0.03430531732418525	96.58	0.2222222222222222	Other	Other
Pst104E_00183	Pst104E_16109	0.08163265306122447	0.09693877551020408	94.18	0.2995110024449878	Other	Other
Pst104E_00185	Pst104E_16112	0.0	0.0	100.0		Other	Other
Pst104E_00186	Pst104E_16113	0.000693000693000693	0.002079002079002079	99.79		Other	Other
Pst104E_00187	Pst104E_16114	0.07526881720430108	0.0967741935483871	89.2	0.5119521912350598	BUSCO	BUSCO
Pst104E_00188	Pst104E_16115	0.004081632653061225	0.00816326530612245	99.19	1.0	Other	Other
Pst104E_00189	Pst104E_16116	0.2826666666666667	0.28800000000000003	98.86		Other	Other
Pst104E_00190	Pst104E_16117	0.0	0.0	100.0		Other	Other
Pst104E_00191	Pst104E_16118	0.037625861155272916	0.028616852146263912	97.14	0.12736660929432014	Other	Other
Pst104E_00192	Pst104E_16119	0.03793103448275862	0.04827586206896552	95.19	0.32266325224071696	Other	Other
Pst104E_00020	Pst104E_15950	0.0	0.0	100.0		Other	Other
Pst104E_00193	Pst104E_16120	0.0	0.0	100.0		BUSCO	BUSCO
Pst104E_00194	Pst104E_16121	0.0	0.0	100.0		Other	Other
Pst104E_00195	Pst104E_16122	0.002887788778877888	0.0024752475247524753	99.75	0.13253012048192772	BUSCO	BUSCO
Pst104E_00196	Pst104E_16123	0.024758454106280192	0.016304347826086956	98.01	0.10389610389610388	Other	Other
Pst104E_00197	Pst104E_16124	0.0014064697609001409	0.0014064697609001409	99.86	0.16666666666666666	Other	Other
Pst104E_00199	Pst104E_16126	0.002824858757062147	0.0	100.0	-0.0	Other	Other
Pst104E_00200	Pst104E_16127	0.20512820512820512	0.2564102564102564	98.25	0.983236621534494	Other	Other
Pst104E_00201	Pst104E_16128	0.0014641288433382134	0.002928257686676428	99.71	0.823529411764706	Candidate effector	Candidate effector
Pst104E_00021	Pst104E_15951	0.0	0.0	100.0		BUSCO	BUSCO
Pst104E_00203	Pst104E_19929	0.5309278350515464	0.6752577319587629	36.26	0.2103284581401092	Other	Other
Pst104E_00204	Pst104E_16130	0.21980676328502416	0.2971014492753623	98.88	0.7545717035611165	Other	Other
Pst104E_00205	Pst104E_16131	0.0009285051067780873	0.0027855153203342627	99.72		Other	Other
Pst104E_00206	Pst104E_16132	0.0034602076124567475	0.006920415224913495	99.31	0.8461538461538461	Other	Other
Pst104E_00207	Pst104E_16133	0.0006802721088435374	0.0020408163265306124	99.8		Other	Other
Pst104E_00208	Pst104E_16134	0.01607717041800643	0.01929260450160772	98.08	0.3464052287581699	BUSCO	BUSCO
Pst104E_00212	Pst104E_16135	0.006552006552006552	0.00737100737100737	99.26	0.2315789473684211	Other	Other
Pst104E_00022	Pst104E_15952	0.012372634643376998	0.006550218340611353	99.35	0.16053511705685616	Other	Other
Pst104E_00213	Pst104E_16136	0.0013495276653171392	0.0	100.0	-0.0	Other	BUSCO
Pst104E_00214	Pst104E_16137	0.0005367686527106817	0.0	100.0	-0.0	Other	Other
Pst104E_00218	Pst104E_16138	0.003606388459556929	0.0046367851622874795	99.54	0.3142857142857143	Other	Other
Pst104E_00219	Pst104E_16139	0.0035460992907801405	0.005319148936170214	99.47	0.3968253968253968	BUSCO	BUSCO
Pst104E_00220	Pst104E_16141	0.229404309252218	0.2319391634980989	99.51		Other	Other
Pst104E_00221	Pst104E_16142	0.05021645021645022	0.05194805194805195	99.73		Other	Other
Pst104E_00222	Pst104E_16143	0.030555555555555555	0.0375	96.27	0.19182746878547105	Other	Other
Pst104E_00024	Pst104E_15953	0.19365079365079368	0.19365079365079368	100.0		Other	Other
Pst104E_00223	Pst104E_16144	0.11995577667219458	0.13930348258706468	90.96	0.44954128440366975	Other	Other
Pst104E_00224	Pst104E_16145	0.0	0.0	100.0		Other	Other
Pst104E_00225	Pst104E_16146	0.0970625798212005	0.09578544061302682	90.46	0.12714776632302405	Candidate effector	Other
Pst104E_00226	Pst104E_16147	0.0	0.0	100.0		Other	Other
Pst104E_00227	Pst104E_16148	0.017316017316017316	0.00974025974025974	99.03	0.0905511811023622	Other	Other
Pst104E_00228	Pst104E_16149	0.0045662100456621	0.009784735812133072	99.02	1.1428571428571428	Other	Other
Pst104E_00229	Pst104E_16150	0.013736263736263736	0.016483516483516484	98.36	0.2073863636363636	Other	Other
Pst104E_00230	Pst104E_16151	0.0028490028490028487	0.0	100.0	-0.0	Other	Other
Pst104E_00231	Pst104E_16152	0.0	0.0	100.0		Other	Other
Pst104E_00232	Pst104E_16153	0.006172839506172839	0.001851851851851852	99.82	0.03619909502262443	BUSCO	BUSCO
Pst104E_00025	Pst104E_15955	0.0	0.0	100.0		Other	Other
Pst104E_00233	Pst104E_16154	0.005239030779305829	0.011787819253438114	98.82	1.4146341463414631	Candidate effector	Candidate effector
Pst104E_00234	Pst104E_16155	0.0006265664160401003	0.0018796992481203009	99.81		Other	Other
Pst104E_00235	Pst104E_16156	0.008908685968819599	0.0155902004454343	100.0	0.9879518072289156	BUSCO	BUSCO
Pst104E_00236	Pst104E_16157	0.0	0.0	100.0		Other	Other
Pst104E_00237	Pst104E_16158	0.004672897196261682	0.014018691588785048	98.6		Other	Other
Pst104E_00238	Pst104E_16159	0.0017543859649122807	0.0	100.0	-0.0	BUSCO	BUSCO
Pst104E_00239	Pst104E_16160	0.2650273224043716	0.29508196721311475	94.51	0.5773638968481376	Candidate effector	Other
Pst104E_00240	Pst104E_16161	0.20308483290488435	0.20308483290488435	99.68	0.2112676056338028	Other	Other
Pst104E_00241	Pst104E_16162	0.0	0.0	100.0		Other	Other
Pst104E_00026	Pst104E_15956	0.0009861932938856016	0.002958579881656805	99.71		Other	Other
Pst104E_00242	Pst104E_16163	0.0005008765339343851	0.0	100.0	-0.0	Other	Other
Pst104E_00243	Pst104E_16164	0.06373815676141258	0.07493540051679587	92.53	0.9347826086956522	Candidate effector	Candidate effector
Pst104E_00244	Pst104E_16166	0.4878522837706511	0.4868804664723032	99.16	0.11044776119402984	Other	Other
Pst104E_00245	Pst104E_16167	0.014396456256921372	0.021040974529346626	97.9	0.3629629629629629	Other	Other
Pst104E_00247	Pst104E_16168	0.10919540229885058	0.13448275862068965	99.6	0.7325581395348837	Other	Other
Pst104E_00248	Pst104E_16169	0.23042505592841164	0.22818791946308725	100.0	-0.0	Other	Other
Pst104E_00027	Pst104E_15957	0.0	0.0	100.0		Other	Other
Pst104E_00249	Pst104E_16324	0.10606060606060606	0.10454545454545454	100.0	-0.0	Other	Other
Pst104E_00250	Pst104E_16172	0.04104104104104104	0.03903903903903904	100.0	-0.0	Other	Other
Pst104E_00252	Pst104E_16173	0.21767241379310345	0.2327586206896552	97.79	0.8263305322128851	Other	Other
Pst104E_00253	Pst104E_16174	0.454123112659698	0.4564459930313589	99.37		Other	Other
Pst104E_00254	Pst104E_16178	0.17591275486012328	0.1763869132290185	99.48	0.3005780346820809	Other	Other
Pst104E_00028	Pst104E_15959	0.24568965517241376	0.25	98.87	0.2638036809815951	Other	Other
Pst104E_00001	Pst104E_15928	0.2596314907872697	0.3065326633165829	98.57	0.8689075630252102	Other	Candidate effector
Pst104E_00255	Pst104E_16179	0.012865497076023392	0.017543859649122806	99.29		Other	Other
Pst104E_00256	Pst104E_16312	0.0	0.0	100.0		Other	Other
Pst104E_00257	Pst104E_16313	0.0	0.0	100.0		Other	Other
Pst104E_00258	Pst104E_16184	0.0365296803652968	0.0136986301369863	98.63	0.04166666666666667	Other	Other
Pst104E_00260	Pst104E_16187	0.0008375209380234506	0.002512562814070352	99.75		Other	Other
Pst104E_00261	Pst104E_16188	0.002544529262086514	0.0	100.0	-0.0	Candidate effector	Candidate effector
Pst104E_00262	Pst104E_16189	0.02719588386622565	0.023153252480705624	97.69	0.03973509933774834	Other	Other
Pst104E_00263	Pst104E_16190	0.1981651376146789	0.2073394495412844	94.95	0.3567518248175183	Other	Other
Pst104E_00264	Pst104E_16191	0.06481481481481481	0.1111111111111111	89.39	0.6510934393638171	Other	Other
Pst104E_00029	Pst104E_15960	0.0	0.0	100.0		Other	Other
Pst104E_00265	Pst104E_16192	0.020058997050147492	0.021238938053097345	97.88	0.1865284974093264	Other	Other
Pst104E_00266	Pst104E_16193	0.0	0.0	100.0		Other	Other
Pst104E_00267	Pst104E_16194	0.08547008547008547	0.08547008547008547	91.53		Other	Other
Pst104E_00268	Pst104E_16195	0.0011862396204033216	0.0035587188612099642	99.65		Candidate effector	Candidate effector
Pst104E_00269	Pst104E_16196	0.0	0.0	100.0		Other	Other
Pst104E_00270	Pst104E_16197	0.01979414093428345	0.014251781472684088	98.58	0.1045751633986928	Other	Other
Pst104E_00271	Pst104E_16198	0.0	0.0	100.0		Other	Other
Pst104E_00272	Pst104E_16200	0.16960537363560033	0.15113350125944586	99.41	-0.0	BUSCO	BUSCO
Pst104E_00273	Pst104E_16201	0.003450655624568668	0.004140786749482402	99.59	0.3692307692307692	Other	Other
Pst104E_00274	Pst104E_16202	0.003727865796831314	0.004659832246039142	99.53	0.3157894736842105	BUSCO	BUSCO
Pst104E_00030	Pst104E_15961	0.0	0.0	100.0		Other	Other
Pst104E_00275	Pst104E_16203	0.0006944444444444446	0.0020833333333333333	99.79		Other	Other
Pst104E_00276	Pst104E_16204	0.011805555555555557	0.00625	99.38	0.12903225806451613	Other	Other
Pst104E_00277	Pst104E_16205	0.015843997562461912	0.010968921389396707	98.91	0.12303664921465968	Other	Other
Pst104E_00279	Pst104E_16206	0.007961232260297681	0.004153686396677051	99.59	0.07279693486590037	Other	Other
Pst104E_00280	Pst104E_16207	0.013969171483622351	0.015895953757225433	98.56	0.23780487804878045	Other	Other
Pst104E_00281	Pst104E_16208	0.0024154589371980675	0.007246376811594203	99.28		Other	Other
Pst104E_00282	Pst104E_16209	0.001656726308813784	0.002982107355864811	99.7	0.3157894736842105	Other	Other
Pst104E_00283	Pst104E_16210	0.0008003201280512205	0.002400960384153661	99.76		BUSCO	BUSCO
Pst104E_00284	Pst104E_16211	0.01554726368159204	0.026119402985074626	97.39	0.6886792452830188	Other	Other
Pst104E_00031	Pst104E_15962	0.030456852791878174	0.04060913705583756	95.95	0.4277566539923954	Other	Other
Pst104E_00286	Pst104E_16212	0.2362399505256648	0.26159554730983303	93.19	0.8687664041994749	Other	Other
Pst104E_00287	Pst104E_16214	0.018072289156626502	0.030120481927710843	97.01	0.5068493150684932	Candidate effector	Candidate effector
Pst104E_00288	Pst104E_16215	0.013422818791946308	0.0	100.0	-0.0	Other	Other
Pst104E_00289	Pst104E_16216	0.031059345535219083	0.009983361064891848	99.0	0.03431708991077557	Other	Other
Pst104E_00291	Pst104E_16217	0.3779448621553885	0.3699248120300752	100.0	0.02111324376199616	BUSCO	BUSCO
Pst104E_00292	Pst104E_16218	0.006102212051868803	0.008009153318077803	99.2	0.32758620689655177	Other	Other
Pst104E_00293	Pst104E_16219	0.20678246484698096	0.4292803970223325	94.88	0.7684519051425526	Other	Other
Pst104E_00294	Pst104E_16220	0.0015337423312883436	0.003067484662576687	99.69	0.9375	Other	Other
Pst104E_00295	Pst104E_16221	0.2054794520547945	0.2054794520547945	100.0		Other	Other
Pst104E_00296	Pst104E_16222	0.012012012012012012	0.027027027027027032	97.32	1.2647058823529411	Other	Other
Pst104E_00297	Pst104E_16224	0.0034542314335060447	0.0	100.0	-0.0	Other	Other
Pst104E_00298	Pst104E_16225	0.001763668430335097	0.005291005291005291	99.47		Other	Other
Pst104E_00299	Pst104E_16226	0.0028985507246376808	0.008695652173913044	99.14		Other	Other
Pst104E_00034	Pst104E_15963	0.15987933634992454	0.19230769230769232	93.19	1.2251521298174444	Other	Other
Pst104E_00304	Pst104E_16227	0.007680491551459293	0.013824884792626729	98.62	0.5818181818181819	Other	Other
Pst104E_00305	Pst104E_16228	0.00408997955010225	0.0	100.0	-0.0	Other	Other
Pst104E_00035	Pst104E_15964	0.0047789725209080045	0.003584229390681004	99.64	0.14166666666666666	Other	Other
Pst104E_00306	Pst104E_16229	0.0044742729306487695	0.013422818791946308	98.67		Other	Other
Pst104E_00307	Pst104E_16230	0.017341040462427744	0.0	100.0	-0.0	BUSCO	BUSCO
Pst104E_00308	Pst104E_16231	0.05360134003350084	0.035175879396984924	100.0	-0.0	Other	Other
Pst104E_00309	Pst104E_16232	0.015102481121898596	0.0016181229773462786	99.84	0.012589928057553957	Other	Other
Pst104E_00310	Pst104E_16233	0.28763440860215056	0.32661290322580644	90.32	1.2216748768472907	Other	Other
Pst104E_00312	Pst104E_16234	0.018763796909492272	0.009933774834437088	99.01	0.0844155844155844	BUSCO	BUSCO
Pst104E_00313	Pst104E_16235	0.013888888888888888	0.0046296296296296285	99.54	0.05822784810126583	Other	Other
Pst104E_00314	Pst104E_16236	0.15	0.15	100.0		Candidate effector	Other
Pst104E_00315	Pst104E_16237	0.014184397163120569	0.010638297872340424	98.95	0.1215880893300248	Other	Other
Pst104E_00036	Pst104E_15966	0.0032520325203252032	0.004878048780487805	99.51	0.4528301886792453	Other	Other
Pst104E_00316	Pst104E_16238	0.0	0.0	100.0		Other	Other
Pst104E_00317	Pst104E_16239	0.13829787234042554	0.13829787234042554	100.0		Other	Candidate effector
Pst104E_00318	Pst104E_16240	0.02442002442002442	0.014652014652014654	98.54	0.09971509971509973	BUSCO	BUSCO
Pst104E_00319	Pst104E_16241	0.4296998420221169	0.4312796208530806	97.57	0.36787564766839376	Other	Other
Pst104E_00321	Pst104E_16242	0.014414414414414416	0.010810810810810813	98.92	0.14016172506738545	Other	Other
Pst104E_00323	Pst104E_16243	0.371584699453552	0.3770491803278688	96.64	0.33814432989690724	Other	Other
Pst104E_00324	Pst104E_16244	0.11217948717948716	0.1033653846153846	97.4	0.08333333333333333	Other	Other
Pst104E_00325	Pst104E_16245	0.003436426116838488	0.006872852233676976	99.31	0.5272727272727272	Candidate effector	Candidate effector
Pst104E_00326	Pst104E_16246	0.0	0.0	100.0		Other	Other
Pst104E_00327	Pst104E_16247	0.0	0.0	100.0		Candidate effector	Other
Pst104E_00333	Pst104E_16250	0.008972633467922835	0.006729475100942128	99.46	0.08737864077669902	Other	Other
Pst104E_00334	Pst104E_16251	0.014988009592326141	0.013489208633093523	98.65	0.17195767195767195	Other	Other
Pst104E_00335	Pst104E_16252	0.007150715071507152	0.01155115511551155	98.85	0.5585585585585585	Other	Other
Pst104E_00002	Pst104E_15929	0.02250351617440225	0.016877637130801686	98.32	0.1280388978930308	Candidate effector	Candidate effector
Pst104E_00336	Pst104E_16253	0.0005767012687427913	0.0017301038062283738	99.83		Other	Other
Pst104E_00337	Pst104E_16254	0.0045045045045045045	0.0045045045045045045	99.55	0.2268041237113402	Other	Other
Pst104E_00338	Pst104E_16255	0.006289308176100629	0.018867924528301886	98.13		Other	Other
Pst104E_00340	Pst104E_16258	0.000751597143930853	0.002254791431792559	99.77		Other	Other
Pst104E_00341	Pst104E_16259	0.00823045267489712	0.012345679012345678	98.78	0.39189189189189183	Candidate effector	Candidate effector
Pst104E_00342	Pst104E_16260	0.022857142857142857	0.002857142857142857	99.72	0.01591187270501836	BUSCO	BUSCO
Pst104E_00343	Pst104E_16261	0.14375	0.14375	100.0		Other	Other
Pst104E_00344	Pst104E_16262	0.008899676375404529	0.009708737864077669	99.27	0.2832369942196532	Other	Other
Pst104E_00345	Pst104E_16264	0.0340632603406326	0.04562043795620438	95.45	0.5516372795969773	Other	Other
Pst104E_00346	Pst104E_16265	0.0074547390841320565	0.009584664536741214	99.04	0.3194444444444445	Other	Other
Pst104E_00346	Pst104E_16562	0.0074547390841320565	0.009584664536741214	99.04	0.3194444444444445	Other	Other
Pst104E_00347	Pst104E_16266	0.004166666666666668	0.00625	99.38	0.4347826086956522	Other	Other
Pst104E_00347	Pst104E_16563	0.004166666666666668	0.00625	99.38	0.4347826086956522	Other	Other
Pst104E_00348	Pst104E_16267	0.0005509641873278236	0.001652892561983471	99.83		Other	Other
Pst104E_00349	Pst104E_16268	0.051490514905149054	0.05284552845528456	99.79		Other	Other
Pst104E_00350	Pst104E_16269	0.0	0.0	100.0		BUSCO	BUSCO
Pst104E_00351	Pst104E_16270	0.0	0.0	100.0		Other	Other
Pst104E_00352	Pst104E_16271	0.0022883295194508014	0.006864988558352402	99.32		Other	Other
Pst104E_00353	Pst104E_16272	0.28940568475452194	0.3023255813953488	99.63	0.7153153153153153	Other	Other
Pst104E_00354	Pst104E_16273	0.0013550135501355016	0.0	100.0	-0.0	Candidate effector	Candidate effector
Pst104E_00355	Pst104E_16274	0.0023245002324500234	0.0013947001394700141	99.86	0.11864406779661014	Other	Other
Pst104E_00356	Pst104E_16275	0.0	0.0	100.0		Candidate effector	Candidate effector
Pst104E_00357	Pst104E_16276	0.002958579881656805	0.002958579881656805	99.7	0.3636363636363637	BUSCO	BUSCO
Pst104E_00360	Pst104E_16279	0.00033534540576794097	0.0	100.0	-0.0	Other	Other
Pst104E_00361	Pst104E_16280	0.0	0.0	100.0		Other	Other
Pst104E_00362	Pst104E_16281	0.0	0.0	100.0		Other	Other
Pst104E_00367	Pst104E_16284	0.04671717171717172	0.04924242424242424	95.09		Other	Other
Pst104E_00368	Pst104E_16285	0.0	0.0	100.0		Other	Other
Pst104E_00369	Pst104E_16286	0.0	0.0	100.0		Other	Other
Pst104E_00038	Pst104E_15967	0.0031746031746031746	0.006349206349206349	99.37	0.8333333333333334	Other	Other
Pst104E_00370	Pst104E_16287	0.0	0.0	100.0		Other	Other
Pst104E_00371	Pst104E_16289	0.0	0.0	100.0		Other	Other
Pst104E_00373	Pst104E_16291	0.12848484848484848	0.14181818181818182	99.16	3.3717948717948723	Other	Other
Pst104E_00374	Pst104E_16292	0.0	0.0	100.0		Other	Other
Pst104E_00375	Pst104E_16293	0.011286681715575621	0.011286681715575621	98.87		BUSCO	BUSCO
Pst104E_00376	Pst104E_16294	0.0	0.0	100.0		Candidate effector	Candidate effector
Pst104E_00377	Pst104E_16295	0.0	0.0	100.0		BUSCO	BUSCO
Pst104E_00039	Pst104E_15968	0.0015873015873015873	0.0023809523809523807	99.76	0.4074074074074074	Other	Other
Pst104E_00379	Pst104E_16297	0.023391812865497075	0.05263157894736842	94.77	1.2814070351758793	Other	Other
Pst104E_00380	Pst104E_16298	0.04819277108433735	0.02168674698795181	97.84	0.05911879531511434	BUSCO	BUSCO
Pst104E_00381	Pst104E_16299	0.004347826086956522	0.0	100.0	-0.0	Other	Other
Pst104E_00382	Pst104E_16300	0.00205761316872428	0.006172839506172839	99.39		Candidate effector	Candidate effector
Pst104E_00383	Pst104E_16301	0.11564211807668898	0.11807668898356664	98.31	0.2296511627906977	Other	Other
Pst104E_00385	Pst104E_16302	0.008865248226950355	0.005319148936170214	99.47	0.08275862068965516	Other	Other
Pst104E_00386	Pst104E_16303	0.0	0.0	100.0		Other	Other
