Primary protein ID	Haplotig protein ID	CDS Levenshtein distance	Protein Levenshtein distance	Blastp PctID	dN/dS	Primary protein classification	Haplotig protein classification
evm.model.pcontig_000.141	evm.model.hcontig_000_003.155	0.017094017094017096	0.010256410256410256	98.98	0.1358574610244989	Other	Other
evm.model.pcontig_000.142	evm.model.hcontig_000_003.156	0.014005602240896359	0.021608643457382955	97.84	0.4796380090497737	Other	Other
evm.model.pcontig_000.143	evm.model.hcontig_000_003.157	0.3715596330275229	0.3715596330275229	100.0		Other	Other
evm.model.pcontig_000.144	evm.model.hcontig_000_003.158	0.02044989775051125	0.030674846625766868	96.95	0.4662576687116565	Other	Candidate effector
evm.model.pcontig_000.145	evm.model.hcontig_000_003.159	0.09130913091309133	0.10891089108910892	92.18	1.3984962406015038	Other	Other
evm.model.pcontig_000.146	evm.model.hcontig_000_003.160	0.0005757052389176742	0.0017271157167530224	99.83		Other	Other
evm.model.pcontig_000.149	evm.model.hcontig_000_003.162	0.001594896331738437	0.0023923444976076554	99.76	0.3928571428571429	Other	Other
evm.model.pcontig_000.14	evm.model.hcontig_000_003.15	0.000819000819000819	0.002457002457002457	99.75		Candidate effector	Candidate effector
evm.model.pcontig_000.150	evm.model.hcontig_000_003.163	0.004662004662004662	0.01048951048951049	98.95	1.195121951219512	Other	Other
evm.model.pcontig_000.151	evm.model.hcontig_000_003.164	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.15	evm.model.hcontig_000_003.16	0.0021645021645021645	0.006493506493506494	99.35		Other	Other
evm.model.pcontig_000.160	evm.model.hcontig_000_003.174	0.0	0.0	100.0		BUSCO	BUSCO
evm.model.pcontig_000.161	evm.model.hcontig_000_003.175	0.06373223292067859	0.0687757909215956	98.98	1.1333333333333335	Other	Other
evm.model.pcontig_000.162	evm.model.hcontig_000_003.176	0.10008936550491512	0.10455764075067024	92.29	1.2727272727272727	Other	Other
evm.model.pcontig_000.163	evm.model.hcontig_000_003.177	0.00408997955010225	0.006134969325153374	99.39	0.4084507042253521	Other	Other
evm.model.pcontig_000.164	evm.model.hcontig_000_003.178	0.0024509803921568627	0.007352941176470587	99.27		Other	Other
evm.model.pcontig_000.166	evm.model.hcontig_000_003.180	0.0013175230566534915	0.003952569169960474	99.61		BUSCO	BUSCO
evm.model.pcontig_000.167	evm.model.hcontig_000_003.181	0.0028011204481792717	0.0016806722689075633	99.83	0.09302325581395347	Other	Other
evm.model.pcontig_000.168	evm.model.hcontig_000_003.182	0.0019323671497584536	0.0028985507246376808	99.71	0.3823529411764706	Other	Other
evm.model.pcontig_000.169	evm.model.hcontig_000_003.184	0.02528735632183908	0.03448275862068965	96.58	0.4178082191780822	Other	Other
evm.model.pcontig_000.16	evm.model.hcontig_000_003.17	0.0007374631268436577	0.0022123893805309734	99.78		Other	Other
evm.model.pcontig_000.170	evm.model.hcontig_000_003.185	0.009569377990430622	0.011164274322169059	98.89	0.21645021645021648	Other	Other
evm.model.pcontig_000.171	evm.model.hcontig_000_003.186	0.010727969348659005	0.006896551724137931	99.31	0.11498257839721256	Other	Other
evm.model.pcontig_000.172	evm.model.hcontig_000_003.187	0.02479338842975207	0.028925619834710745	97.12	0.3127659574468085	Other	Other
evm.model.pcontig_000.173	evm.model.hcontig_000_039.9	0.0017094017094017096	0.0	100.0	-0.0	Other	Other
evm.model.pcontig_000.175	evm.model.hcontig_000_003.189	0.015649452269170583	0.009389671361502348	99.06	0.09795918367346937	Other	Other
evm.model.pcontig_000.176	evm.model.hcontig_000_003.190	0.033950617283950615	0.012962962962962964	98.71	0.06984126984126984	Other	Other
evm.model.pcontig_000.177	evm.model.hcontig_000_003.191	0.0225	0.0075	99.25	0.03594771241830065	Other	Other
evm.model.pcontig_000.178	evm.model.hcontig_000_003.192	0.15911379657603222	0.15709969788519634	97.56	0.17939609236234458	BUSCO	BUSCO
evm.model.pcontig_000.179	evm.model.hcontig_000_003.193	0.005447735784814436	0.008171603677221655	99.18	0.30985915492957744	Other	Other
evm.model.pcontig_000.17	evm.model.hcontig_000_003.18	0.056017748197448695	0.05324459234608985	94.52	0.16535433070866146	Other	Other
evm.model.pcontig_000.180	evm.model.hcontig_000_003.194	0.13278008298755187	0.15767634854771784	92.47	0.64247311827957	Other	Other
evm.model.pcontig_000.181	evm.model.hcontig_000_003.195	0.023679417122040074	0.03825136612021858	96.2	0.460559796437659	Other	Other
evm.model.pcontig_000.182	evm.model.hcontig_000_003.196	0.3857677902621723	0.4185393258426967	70.34	0.4745024875621891	Candidate effector	Other
evm.model.pcontig_000.187	evm.model.hcontig_000_003.199	0.02575757575757576	0.025	97.51	0.184375	Other	Other
evm.model.pcontig_000.188	evm.model.hcontig_000_003.200	0.37591776798825255	0.4273127753303965	95.16	0.6105387106270238	Other	Other
evm.model.pcontig_000.189	evm.model.hcontig_000_003.201	0.010416666666666666	0.005208333333333333	99.48	-0.0	Other	Candidate effector
evm.model.pcontig_000.18	evm.model.hcontig_000_003.19	0.0002986857825567503	0.0	100.0	-0.0	BUSCO	BUSCO
evm.model.pcontig_000.190	evm.model.hcontig_000_003.202	0.3511111111111111	0.3333333333333333	100.0	-0.0	Other	Other
evm.model.pcontig_000.191	evm.model.hcontig_000_003.203	0.016374269005847954	0.003508771929824561	99.65	0.02568218298555377	Other	Other
evm.model.pcontig_000.192	evm.model.hcontig_000_003.204	0.0006207324643078832	0.00186219739292365	99.81		Other	Other
evm.model.pcontig_000.193	evm.model.hcontig_000_003.205	0.005284015852047556	0.002642007926023778	99.74	0.06936416184971098	Other	Other
evm.model.pcontig_000.194	evm.model.hcontig_000_003.206	0.041379310344827586	0.039080459770114935	96.1	0.19015444015444014	Other	Other
evm.model.pcontig_000.195	evm.model.hcontig_000_003.207	0.012232415902140671	0.01146788990825688	98.86	0.20512820512820512	Other	Other
evm.model.pcontig_000.196	evm.model.hcontig_000_003.208	0.03556814604973245	0.031161473087818695	96.89	0.1277533039647577	Other	Other
evm.model.pcontig_000.197	evm.model.hcontig_000_003.209	0.013020833333333334	0.01171875	98.83	0.16566265060240962	Other	Other
evm.model.pcontig_000.198	evm.model.hcontig_000_003.210	0.025684931506849317	0.01969178082191781	98.2	0.07335907335907338	Other	Other
evm.model.pcontig_000.199	evm.model.hcontig_000_003.211	0.01736504341260853	0.006795016987542469	99.32	0.058287795992714025	Other	Other
evm.model.pcontig_000.201	evm.model.hcontig_000_003.212	0.02881844380403458	0.05763688760806916	94.25	0.8403614457831325	Other	Other
evm.model.pcontig_000.202	evm.model.hcontig_000_003.213	0.028047464940668825	0.032362459546925564	96.77	0.30550621669627004	Other	Other
evm.model.pcontig_000.203	evm.model.hcontig_000_003.214	0.002962962962962963	0.008888888888888889	99.12		Other	Other
evm.model.pcontig_000.204	evm.model.hcontig_000_003.215	0.010683760683760684	0.0	100.0	-0.0	BUSCO	BUSCO
evm.model.pcontig_000.205	evm.model.hcontig_000_003.216	0.4012345679012346	0.41975308641975306	92.23	0.4795799299883314	Other	Other
evm.model.pcontig_000.206	evm.model.hcontig_000_003.217	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.207	evm.model.hcontig_000_003.218	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.20	evm.model.hcontig_000_003.27	0.03201829616923957	0.03430531732418525	96.58	0.2222222222222222	Other	Other
evm.model.pcontig_000.210	evm.model.hcontig_000_003.219	0.08163265306122447	0.09693877551020408	94.18	0.2995110024449878	Other	Other
evm.model.pcontig_000.212	evm.model.hcontig_000_003.222	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.213	evm.model.hcontig_000_003.223	0.000693000693000693	0.002079002079002079	99.79		Other	Other
evm.model.pcontig_000.214	evm.model.hcontig_000_003.224	0.07526881720430108	0.0967741935483871	89.2	0.5119521912350598	BUSCO	BUSCO
evm.model.pcontig_000.215	evm.model.hcontig_000_003.225	0.004081632653061225	0.00816326530612245	99.19	1.0	Other	Other
evm.model.pcontig_000.216	evm.model.hcontig_000_003.226	0.2826666666666667	0.28800000000000003	98.86		Other	Other
evm.model.pcontig_000.217	evm.model.hcontig_000_003.227	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.218	evm.model.hcontig_000_003.228	0.037625861155272916	0.028616852146263912	97.14	0.12736660929432014	Other	Other
evm.model.pcontig_000.219	evm.model.hcontig_000_003.229	0.03793103448275862	0.04827586206896552	95.19	0.32266325224071696	Other	Other
evm.model.pcontig_000.21	evm.model.hcontig_000_003.28	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.220	evm.model.hcontig_000_003.230	0.0	0.0	100.0		BUSCO	BUSCO
evm.model.pcontig_000.221	evm.model.hcontig_000_003.231	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.222	evm.model.hcontig_000_003.232	0.002887788778877888	0.0024752475247524753	99.75	0.13253012048192772	BUSCO	BUSCO
evm.model.pcontig_000.223	evm.model.hcontig_000_003.233	0.024758454106280192	0.016304347826086956	98.01	0.10389610389610388	Other	Other
evm.model.pcontig_000.224	evm.model.hcontig_000_003.234	0.0014064697609001409	0.0014064697609001409	99.86	0.16666666666666666	Other	Other
evm.model.pcontig_000.226	evm.model.hcontig_000_003.236	0.002824858757062147	0.0	100.0	-0.0	Other	Other
evm.model.pcontig_000.227	evm.model.hcontig_000_003.237	0.20512820512820512	0.2564102564102564	98.25	0.983236621534494	Other	Other
evm.model.pcontig_000.228	evm.model.hcontig_000_003.238	0.0014641288433382134	0.002928257686676428	99.71	0.823529411764706	Candidate effector	Candidate effector
evm.model.pcontig_000.22	evm.model.hcontig_000_003.29	0.0	0.0	100.0		BUSCO	BUSCO
evm.model.pcontig_000.230	evm.model.hcontig_008_035.6	0.5309278350515464	0.6752577319587629	36.26	0.2103284581401092	Other	Other
evm.model.pcontig_000.231	evm.model.hcontig_000_003.240	0.21980676328502416	0.2971014492753623	98.88	0.7545717035611165	Other	Other
evm.model.pcontig_000.232	evm.model.hcontig_000_003.241	0.0009285051067780873	0.0027855153203342627	99.72		Other	Other
evm.model.pcontig_000.233	evm.model.hcontig_000_003.242	0.0034602076124567475	0.006920415224913495	99.31	0.8461538461538461	Other	Other
evm.model.pcontig_000.234	evm.model.hcontig_000_003.243	0.0006802721088435374	0.0020408163265306124	99.8		Other	Other
evm.model.pcontig_000.235	evm.model.hcontig_000_003.244	0.01607717041800643	0.01929260450160772	98.08	0.3464052287581699	BUSCO	BUSCO
evm.model.pcontig_000.239	evm.model.hcontig_000_003.245	0.006552006552006552	0.00737100737100737	99.26	0.2315789473684211	Other	Other
evm.model.pcontig_000.23	evm.model.hcontig_000_003.30	0.012372634643376998	0.006550218340611353	99.35	0.16053511705685616	Other	Other
evm.model.pcontig_000.240	evm.model.hcontig_000_003.246	0.0013495276653171392	0.0	100.0	-0.0	Other	BUSCO
evm.model.pcontig_000.247	evm.model.hcontig_000_003.249	0.0005367686527106817	0.0	100.0	-0.0	Other	Other
evm.model.pcontig_000.251	evm.model.hcontig_000_003.250	0.003606388459556929	0.0046367851622874795	99.54	0.3142857142857143	Other	Other
evm.model.pcontig_000.254	evm.model.hcontig_000_003.254	0.0035460992907801405	0.005319148936170214	99.47	0.3968253968253968	BUSCO	BUSCO
evm.model.pcontig_000.257	evm.model.hcontig_000_003.257	0.229404309252218	0.2319391634980989	99.51		Other	Other
evm.model.pcontig_000.258	evm.model.hcontig_000_003.258	0.05021645021645022	0.05194805194805195	99.73		Other	Other
evm.model.pcontig_000.259	evm.model.hcontig_000_003.259	0.030555555555555555	0.0375	96.27	0.19182746878547105	Other	Other
evm.model.pcontig_000.25	evm.model.hcontig_000_003.31	0.19365079365079368	0.19365079365079368	100.0		Other	Other
evm.model.pcontig_000.260	evm.model.hcontig_000_003.260	0.11995577667219458	0.13930348258706468	90.96	0.44954128440366975	Other	Other
evm.model.pcontig_000.261	evm.model.hcontig_000_003.261	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.262	evm.model.hcontig_000_003.262	0.0970625798212005	0.09578544061302682	90.46	0.12714776632302405	Candidate effector	Other
evm.model.pcontig_000.263	evm.model.hcontig_000_003.263	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.264	evm.model.hcontig_000_003.264	0.017316017316017316	0.00974025974025974	99.03	0.0905511811023622	Other	Other
evm.model.pcontig_000.265	evm.model.hcontig_000_003.265	0.0045662100456621	0.009784735812133072	99.02	1.1428571428571428	Other	Other
evm.model.pcontig_000.266	evm.model.hcontig_000_003.266	0.013736263736263736	0.016483516483516484	98.36	0.2073863636363636	Other	Other
evm.model.pcontig_000.267	evm.model.hcontig_000_003.267	0.0028490028490028487	0.0	100.0	-0.0	Other	Other
evm.model.pcontig_000.268	evm.model.hcontig_000_003.268	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.269	evm.model.hcontig_000_003.269	0.006172839506172839	0.001851851851851852	99.82	0.03619909502262443	BUSCO	BUSCO
evm.model.pcontig_000.26	evm.model.hcontig_000_003.33	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.270	evm.model.hcontig_000_003.270	0.005239030779305829	0.011787819253438114	98.82	1.4146341463414631	Candidate effector	Candidate effector
evm.model.pcontig_000.271	evm.model.hcontig_000_003.271	0.0006265664160401003	0.0018796992481203009	99.81		Other	Other
evm.model.pcontig_000.272	evm.model.hcontig_000_003.272	0.008908685968819599	0.0155902004454343	100.0	0.9879518072289156	BUSCO	BUSCO
evm.model.pcontig_000.273	evm.model.hcontig_000_003.273	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.274	evm.model.hcontig_000_003.274	0.004672897196261682	0.014018691588785048	98.6		Other	Other
evm.model.pcontig_000.275	evm.model.hcontig_000_003.275	0.0017543859649122807	0.0	100.0	-0.0	BUSCO	BUSCO
evm.model.pcontig_000.276	evm.model.hcontig_000_003.276	0.2650273224043716	0.29508196721311475	94.51	0.5773638968481376	Candidate effector	Other
evm.model.pcontig_000.277	evm.model.hcontig_000_003.277	0.20308483290488435	0.20308483290488435	99.68	0.2112676056338028	Other	Other
evm.model.pcontig_000.278	evm.model.hcontig_000_003.278	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.27	evm.model.hcontig_000_003.34	0.0009861932938856016	0.002958579881656805	99.71		Other	Other
evm.model.pcontig_000.281	evm.model.hcontig_000_003.280	0.0005008765339343851	0.0	100.0	-0.0	Other	Other
evm.model.pcontig_000.282	evm.model.hcontig_000_003.281	0.06373815676141258	0.07493540051679587	92.53	0.9347826086956522	Candidate effector	Candidate effector
evm.model.pcontig_000.283	evm.model.hcontig_000_003.283	0.4878522837706511	0.4868804664723032	99.16	0.11044776119402984	Other	Other
evm.model.pcontig_000.284	evm.model.hcontig_000_003.284	0.014396456256921372	0.021040974529346626	97.9	0.3629629629629629	Other	Other
evm.model.pcontig_000.286	evm.model.hcontig_000_003.286	0.10919540229885058	0.13448275862068965	99.6	0.7325581395348837	Other	Other
evm.model.pcontig_000.287	evm.model.hcontig_000_003.287	0.23042505592841164	0.22818791946308725	100.0	-0.0	Other	Other
evm.model.pcontig_000.28	evm.model.hcontig_000_003.35	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.290	evm.model.hcontig_000_027.8	0.10606060606060606	0.10454545454545454	100.0	-0.0	Other	Other
evm.model.pcontig_000.291	evm.model.hcontig_000_003.292	0.04104104104104104	0.03903903903903904	100.0	-0.0	Other	Other
evm.model.pcontig_000.294	evm.model.hcontig_000_003.294	0.21767241379310345	0.2327586206896552	97.79	0.8263305322128851	Other	Other
evm.model.pcontig_000.295	evm.model.hcontig_000_003.295	0.454123112659698	0.4564459930313589	99.37		Other	Other
evm.model.pcontig_000.296	evm.model.hcontig_000_003.300	0.17591275486012328	0.1763869132290185	99.48	0.3005780346820809	Other	Other
evm.model.pcontig_000.29	evm.model.hcontig_000_003.37	0.24568965517241376	0.25	98.87	0.2638036809815951	Other	Other
evm.model.pcontig_000.2	evm.model.hcontig_000_003.1	0.2596314907872697	0.3065326633165829	98.57	0.8689075630252102	Other	Candidate effector
evm.model.pcontig_000.300	evm.model.hcontig_000_003.304	0.012865497076023392	0.017543859649122806	99.29		Other	Other
evm.model.pcontig_000.301	evm.model.hcontig_000_011.1	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.302	evm.model.hcontig_000_011.2	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.303	evm.model.hcontig_000_003.309	0.0365296803652968	0.0136986301369863	98.63	0.04166666666666667	Other	Other
evm.model.pcontig_000.305	evm.model.hcontig_000_003.313	0.0008375209380234506	0.002512562814070352	99.75		Other	Other
evm.model.pcontig_000.306	evm.model.hcontig_000_003.314	0.002544529262086514	0.0	100.0	-0.0	Candidate effector	Candidate effector
evm.model.pcontig_000.307	evm.model.hcontig_000_003.315	0.02719588386622565	0.023153252480705624	97.69	0.03973509933774834	Other	Other
evm.model.pcontig_000.308	evm.model.hcontig_000_003.316	0.1981651376146789	0.2073394495412844	94.95	0.3567518248175183	Other	Other
evm.model.pcontig_000.309	evm.model.hcontig_000_003.317	0.06481481481481481	0.1111111111111111	89.39	0.6510934393638171	Other	Other
evm.model.pcontig_000.30	evm.model.hcontig_000_003.38	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.310	evm.model.hcontig_000_003.318	0.020058997050147492	0.021238938053097345	97.88	0.1865284974093264	Other	Other
evm.model.pcontig_000.311	evm.model.hcontig_000_003.319	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.312	evm.model.hcontig_000_003.320	0.08547008547008547	0.08547008547008547	91.53		Other	Other
evm.model.pcontig_000.313	evm.model.hcontig_000_003.321	0.0011862396204033216	0.0035587188612099642	99.65		Candidate effector	Candidate effector
evm.model.pcontig_000.314	evm.model.hcontig_000_003.322	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.315	evm.model.hcontig_000_003.323	0.01979414093428345	0.014251781472684088	98.58	0.1045751633986928	Other	Other
evm.model.pcontig_000.316	evm.model.hcontig_000_003.324	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.317	evm.model.hcontig_000_003.326	0.16960537363560033	0.15113350125944586	99.41	-0.0	BUSCO	BUSCO
evm.model.pcontig_000.318	evm.model.hcontig_000_003.327	0.003450655624568668	0.004140786749482402	99.59	0.3692307692307692	Other	Other
evm.model.pcontig_000.319	evm.model.hcontig_000_003.328	0.003727865796831314	0.004659832246039142	99.53	0.3157894736842105	BUSCO	BUSCO
evm.model.pcontig_000.31	evm.model.hcontig_000_003.39	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.320	evm.model.hcontig_000_003.329	0.0006944444444444446	0.0020833333333333333	99.79		Other	Other
evm.model.pcontig_000.321	evm.model.hcontig_000_003.330	0.011805555555555557	0.00625	99.38	0.12903225806451613	Other	Other
evm.model.pcontig_000.322	evm.model.hcontig_000_003.331	0.015843997562461912	0.010968921389396707	98.91	0.12303664921465968	Other	Other
evm.model.pcontig_000.324	evm.model.hcontig_000_003.332	0.007961232260297681	0.004153686396677051	99.59	0.07279693486590037	Other	Other
evm.model.pcontig_000.325	evm.model.hcontig_000_003.333	0.013969171483622351	0.015895953757225433	98.56	0.23780487804878045	Other	Other
evm.model.pcontig_000.326	evm.model.hcontig_000_003.334	0.0024154589371980675	0.007246376811594203	99.28		Other	Other
evm.model.pcontig_000.327	evm.model.hcontig_000_003.335	0.001656726308813784	0.002982107355864811	99.7	0.3157894736842105	Other	Other
evm.model.pcontig_000.328	evm.model.hcontig_000_003.336	0.0008003201280512205	0.002400960384153661	99.76		BUSCO	BUSCO
evm.model.pcontig_000.329	evm.model.hcontig_000_003.337	0.01554726368159204	0.026119402985074626	97.39	0.6886792452830188	Other	Other
evm.model.pcontig_000.32	evm.model.hcontig_000_003.40	0.030456852791878174	0.04060913705583756	95.95	0.4277566539923954	Other	Other
evm.model.pcontig_000.331	evm.model.hcontig_000_003.338	0.2362399505256648	0.26159554730983303	93.19	0.8687664041994749	Other	Other
evm.model.pcontig_000.332	evm.model.hcontig_000_003.340	0.018072289156626502	0.030120481927710843	97.01	0.5068493150684932	Candidate effector	Candidate effector
evm.model.pcontig_000.333	evm.model.hcontig_000_003.341	0.013422818791946308	0.0	100.0	-0.0	Other	Other
evm.model.pcontig_000.334	evm.model.hcontig_000_003.342	0.031059345535219083	0.009983361064891848	99.0	0.03431708991077557	Other	Other
evm.model.pcontig_000.336	evm.model.hcontig_000_003.343	0.3779448621553885	0.3699248120300752	100.0	0.02111324376199616	BUSCO	BUSCO
evm.model.pcontig_000.339	evm.model.hcontig_000_003.346	0.006102212051868803	0.008009153318077803	99.2	0.32758620689655177	Other	Other
evm.model.pcontig_000.341	evm.model.hcontig_000_003.348	0.20678246484698096	0.4292803970223325	94.88	0.7684519051425526	Other	Other
evm.model.pcontig_000.343	evm.model.hcontig_000_003.350	0.0015337423312883436	0.003067484662576687	99.69	0.9375	Other	Other
evm.model.pcontig_000.345	evm.model.hcontig_000_003.352	0.2054794520547945	0.2054794520547945	100.0		Other	Other
evm.model.pcontig_000.350	evm.model.hcontig_000_003.358	0.012012012012012012	0.027027027027027032	97.32	1.2647058823529411	Other	Other
evm.model.pcontig_000.352	evm.model.hcontig_000_003.360	0.0034542314335060447	0.0	100.0	-0.0	Other	Other
evm.model.pcontig_000.353	evm.model.hcontig_000_003.361	0.001763668430335097	0.005291005291005291	99.47		Other	Other
evm.model.pcontig_000.354	evm.model.hcontig_000_003.362	0.0028985507246376808	0.008695652173913044	99.14		Other	Other
evm.model.pcontig_000.35	evm.model.hcontig_000_003.41	0.15987933634992454	0.19230769230769232	93.19	1.2251521298174444	Other	Other
evm.model.pcontig_000.363	evm.model.hcontig_000_003.363	0.007680491551459293	0.013824884792626729	98.62	0.5818181818181819	Other	Other
evm.model.pcontig_000.364	evm.model.hcontig_000_003.364	0.00408997955010225	0.0	100.0	-0.0	Other	Other
evm.model.pcontig_000.36	evm.model.hcontig_000_003.42	0.0047789725209080045	0.003584229390681004	99.64	0.14166666666666666	Other	Other
evm.model.pcontig_000.370	evm.model.hcontig_000_003.370	0.0044742729306487695	0.013422818791946308	98.67		Other	Other
evm.model.pcontig_000.371	evm.model.hcontig_000_003.371	0.017341040462427744	0.0	100.0	-0.0	BUSCO	BUSCO
evm.model.pcontig_000.372	evm.model.hcontig_000_003.372	0.05360134003350084	0.035175879396984924	100.0	-0.0	Other	Other
evm.model.pcontig_000.373	evm.model.hcontig_000_003.373	0.015102481121898596	0.0016181229773462786	99.84	0.012589928057553957	Other	Other
evm.model.pcontig_000.374	evm.model.hcontig_000_003.374	0.28763440860215056	0.32661290322580644	90.32	1.2216748768472907	Other	Other
evm.model.pcontig_000.376	evm.model.hcontig_000_003.375	0.018763796909492272	0.009933774834437088	99.01	0.0844155844155844	BUSCO	BUSCO
evm.model.pcontig_000.377	evm.model.hcontig_000_003.376	0.013888888888888888	0.0046296296296296285	99.54	0.05822784810126583	Other	Other
evm.model.pcontig_000.378	evm.model.hcontig_000_003.377	0.15	0.15	100.0		Candidate effector	Other
evm.model.pcontig_000.379	evm.model.hcontig_000_003.378	0.014184397163120569	0.010638297872340424	98.95	0.1215880893300248	Other	Other
evm.model.pcontig_000.37	evm.model.hcontig_000_003.44	0.0032520325203252032	0.004878048780487805	99.51	0.4528301886792453	Other	Other
evm.model.pcontig_000.380	evm.model.hcontig_000_003.379	0.0	0.0	100.0		Other	Other
evm.model.pcontig_000.381	evm.model.hcontig_000_003.380	0.13829787234042554	0.13829787234042554	100.0		Other	Candidate effector
evm.model.pcontig_000.382	evm.model.hcontig_000_003.381	0.02442002442002442	0.014652014652014654	98.54	0.09971509971509973	BUSCO	BUSCO
evm.model.pcontig_000.383	evm.model.hcontig_000_003.382	0.4296998420221169	0.4312796208530806	97.57	0.36787564766839376	Other	Other
evm.model.pcontig_000.385	evm.model.hcontig_000_003.383	0.014414414414414416	0.010810810810810813	98.92	0.14016172506738545	Other	Other
evm.model.pcontig_000.387	evm.model.hcontig_000_003.384	0.371584699453552	0.3770491803278688	96.64	0.33814432989690724	Other	Other
